title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Decision of the Shanghai Municipal People's Government on Modifying and Repealing Certain Municipal Government Regulations,02.04.2024,city,Shanghai,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",['Health & Social Work'],[],['Information Processing'],Amends regulations to enhance patient privacy.,FALSE,4_government_regulations/上海市人民政府关于修改和废止部分市政府规章...(FBM-CLI.11.7467133).txt,4_government_regulations
Decision of the Hubei Provincial People's Government on Modifying and Repealing Provincial Government Regulations Involving Administrative Penalties,23.03.2022,provincial,Hubei Province,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/湖北省人民政府关于修改和废止涉及行政处罚内...(FBM-CLI.11.5072905).txt,4_government_regulations
Regulations on Standardizing Administrative Discretionary Power of Liaoning Province,07.01.2011,provincial,Liaoning Province,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/辽宁省规范行政裁量权办法(FBM-CLI.11.475193).txt,4_government_regulations
Taizhou Urban Rail Transit Operation Management Measures,30.11.2022,city,Taizhou,FALSE,general,[],[],"['Transportation, Storage & Postal Services']",[],[],,FALSE,4_government_regulations/台州市轨道交通运营管理办法(FBM-CLI.11.6389427).txt,4_government_regulations
Regulations on the Open and Transparent Operation of Administrative Power in Hebei Province (2023 Revision),20.01.2023,provincial,Hebei Province,FALSE,general,[],[],[],[],[],Regulates transparency in administrative power.,FALSE,4_government_regulations/河北省行政权力公开透明运行规定(2023修正)(FBM-CLI.11.6401075).txt,4_government_regulations
Fujian Province Digital Archive Sharing Management Measures,01.12.2017,provincial,Fujian Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Processing', 'Information Dissemination']",Regulates digital archive sharing and security.,FALSE,4_government_regulations/福建省数字档案共享管理办法(FBM-CLI.11.1429742).txt,4_government_regulations
Ningxia Hui Autonomous Region Tax Fee Guarantee Measures,07.04.2020,provincial,Ningxia Hui Autonomous Region,FALSE,general,[],"['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulates tax fee collection and information sharing.,FALSE,4_government_regulations/宁夏回族自治区税费保障办法(FBM-CLI.11.1584818).txt,4_government_regulations
Zhengzhou Urban and Rural Construction Archive Management Measures (2020 Revision),16.01.2019,city,Zhengzhou,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/郑州市城乡建设档案管理办法(2020修正)(FBM-CLI.11.4911222).txt,4_government_regulations
Kunming Municipal Administrative Information Resource Sharing Management Measures,01.09.2019,city,Kunming,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates sharing of administrative information resources.,FALSE,4_government_regulations/昆明市政务信息资源共享管理办法(FBM-CLI.11.1534706).txt,4_government_regulations
Management Measures for Local Chronicles Work in Anshan City,08.12.2008,city,Anshan City,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/鞍山市地方志工作管理办法(FBM-CLI.11.268316).txt,4_government_regulations
Shanxi Province Tax Service and Collection Guarantee Measures,30.11.2023,provincial,Shanxi Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulates tax service and collection management.,FALSE,4_government_regulations/山西省税费服务和征管保障办法(FBM-CLI.11.7320053).txt,4_government_regulations
Regulations on Administrative Law Enforcement Responsibility System of Jilin City (Revised in 2023),01.02.2023,city,Jilin City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates administrative law enforcement responsibilities.,FALSE,4_government_regulations/吉林市行政执法责任制规定(2023修订)(FBM-CLI.11.6413060).txt,4_government_regulations
Ningbo City Implementation of the Local Chronicle Work Regulations,03.05.2012,city,Ningbo,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/宁波市实施《地方志工作条例》办法(FBM-CLI.11.611383).txt,4_government_regulations
Hainan Province Administrative Service Management Measures,10.09.2012,provincial,Hainan Province,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/海南省政务服务管理办法(FBM-CLI.11.681523).txt,4_government_regulations
Regulations on Urban Renewal Management in Zhuhai Special Economic Zone,27.10.2016,city,Zhuhai,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/珠海经济特区城市更新管理办法(FBM-CLI.11.1244699).txt,4_government_regulations
Administrative Law Enforcement Supervision Measures of Luoyang City,20.09.2022,city,Luoyang,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/洛阳市行政执法监督办法(FBM-CLI.11.5588662).txt,4_government_regulations
Implementation Rules for Urban and Rural Grid Service Management in Zhenjiang City,15.12.2021,city,Zhenjiang City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates urban and rural service management.,FALSE,4_government_regulations/镇江市城乡网格化服务管理实施细则(FBM-CLI.11.4840613).txt,4_government_regulations
Hunan Province Birth Defect Prevention Measures (2022 Revision),08.10.2022,provincial,Hunan Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",['Health & Social Work'],[],['Information Processing'],Regulates birth defect prevention and treatment.,FALSE,4_government_regulations/湖南省出生缺陷防治办法(2022修改)(FBM-CLI.11.5600543).txt,4_government_regulations
Measures for Implementing the Local Chronicle Work Regulations of Shanghai,26.04.2011,city,Shanghai,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/上海市实施《地方志工作条例》办法(FBM-CLI.11.499785).txt,4_government_regulations
Hunan Province Tax Revenue Guarantee Measures,2012-00-00,provincial,Hunan Province,FALSE,general,[],"['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulates tax revenue management and protection.,FALSE,4_government_regulations/湖南省税收保障办法(FBM-CLI.11.662314).txt,4_government_regulations
Yunnan Provincial Science and Technology Award Measures,30.08.2022,provincial,Yunnan Province,TRUE,general,[],[],[],[],[],Regulates science and technology awards in Yunnan.,FALSE,4_government_regulations/云南省科学技术奖励办法(2022)(FBM-CLI.11.5541464).txt,4_government_regulations
Regulations on Security Service Management in Anhui Province,21.10.2011,provincial,Anhui Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates security services and protects personal safety.,FALSE,4_government_regulations/安徽省保安服务管理办法(FBM-CLI.11.543630).txt,4_government_regulations
Regulations on Public Credit Information Management of Guangzhou,26.04.2019,city,Guangzhou,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates collection and use of public credit information.,FALSE,4_government_regulations/广州市公共信用信息管理规定(FBM-CLI.11.1525681).txt,4_government_regulations
Hubei Province Digital Economy Promotion Measures,02.03.2023,provincial,Hubei Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes digital economy and data protection.,FALSE,4_government_regulations/湖北省数字经济促进办法(FBM-CLI.11.6928734).txt,4_government_regulations
Hubei Province Flowing Population Family Planning Work Measures,30.10.2012,provincial,Hubei Province,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/湖北省流动人口计划生育工作办法(FBM-CLI.11.684552).txt,4_government_regulations
Regulations on Major Administrative Decision-Making Procedures of Zibo City,15.05.2014,city,Zibo City,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/淄博市重大行政决策程序规定(FBM-CLI.11.1436069).txt,4_government_regulations
Decision on the Implementation of Territorial Law Enforcement Reform of Administrative Penalty Power by the People's Government of Heilongjiang Province (Revised in 2020),16.11.2018,provincial,Heilongjiang Province,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/黑龙江省人民政府关于行政处罚权实施属地化执...(FBM-CLI.11.4914116).txt,4_government_regulations
Haikou Municipal Government Legislative Project Entrustment Drafting Management Measures,23.12.2021,city,Haikou,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/海口市政府立法项目委托起草管理办法(FBM-CLI.11.4859524).txt,4_government_regulations
Administrative Law Enforcement Case Review Measures of Xinjiang Uygur Autonomous Region,30.08.2024,provincial,Xinjiang Uygur Autonomous Region,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],[],,FALSE,4_government_regulations/新疆维吾尔自治区行政执法案卷评查办法(FBM-CLI.11.7758225).txt,4_government_regulations
