title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Measures for the Implementation of the Regulations of the People's Republic of China on Open Government Information in Hunan Province,2009-11-16,provincial,Hunan Province,False,general,[],[],[],[],[],Regulates government information disclosure and privacy protection,False,privacy/4_government_regulations/湖南省实施《中华人民共和国政府信息公开条例...(FBM-CLI.11.363219).txt,privacy
Jilin City Medical Dispute Handling Measures (2023 Revision),2011-09-28,city,Jilin City,True,general,[],[],['Health & Social Work'],[],[],,False,privacy/4_government_regulations/吉林市医疗纠纷处置办法(2023修订)(FBM-CLI.11.6413102).txt,privacy
Interim Measures for the Management of Government Data in Nanjing City,2019-08-07,city,Nanjing City,False,general,"['Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes secure government data sharing and user rights,False,privacy/4_government_regulations/南京市政务数据管理暂行办法(FBM-CLI.11.1599198).txt,privacy
Guiyang City Campus and Surrounding Security Prevention and Other Safety Management Measures,2012-05-25,city,Guiyang City,True,general,[],[],"['Education', 'Public Administration, Social Security & Social Organizations']",[],[],"Regulates campus and surrounding security, no specific privacy measures",False,privacy/4_government_regulations/贵阳市校园及周边治安防控和其他安全管理办法(FBM-CLI.11.669632).txt,privacy
Jiangxi Province Administrative Penalty Hearing Procedures Regulations (2019 Amendment),2019-09-29,provincial,Jiangxi Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/江西省行政处罚听证程序规定(2019修正)(FBM-CLI.11.4852955).txt,privacy
Regulations on Local Chronicles Work of Wuxi City,2010-10-08,city,Wuxi City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/无锡市地方志工作规定(FBM-CLI.11.464660).txt,privacy
Guangdong Provincial Government Regulation Post-Legislative Evaluation Provisions,2008-12-22,provincial,Guangdong Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/广东省政府规章立法后评估规定(FBM-CLI.11.270108).txt,privacy
Fujian Province Public Security Technical Prevention Management Measures,2015-05-12,provincial,Fujian Province,True,general,[],[],"['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services', 'Health & Social Work', 'Education', 'Culture, Sports & Entertainment', 'Financial Intermediation']",[],[],Regulates public security technical prevention without specific privacy protections,False,privacy/4_government_regulations/福建省公共安全技术防范管理办法(FBM-CLI.11.1079704).txt,privacy
Shiyan City Automobile Industry Cultural Heritage Protection Measures,2018-01-31,city,Shiyan City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/十堰市汽车工业文化遗产保护办法(FBM-CLI.11.1528080).txt,privacy
Guangxi Zhuang Autonomous Region Tax Security Measures,2013-12-25,provincial,Guangxi Zhuang Autonomous Region,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/广西壮族自治区税收保障办法(FBM-CLI.11.824148).txt,privacy
Decision of Heilongjiang Provincial People's Government on the First Batch of Provincial Administrative Powers Granted to China (Heilongjiang) Pilot Free Trade Zone and Adjustment of Provincial Administrative Powers Granted to Harbin New Area,2021-05-13,provincial,Heilongjiang Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/黑龙江省人民政府关于第一批赋予中国(黑龙江...(FBM-CLI.11.4072940).txt,privacy
Guangzhou Major Administrative Decision-Making Procedures Regulations (2022),2022-08-26,city,Guangzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/广州市重大行政决策程序规定(2022)(FBM-CLI.11.5529595).txt,privacy
Xiaogan Municipal People's Government Regulations on the Procedures for Formulating Regulations,2022-03-03,city,Xiaogan City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/孝感市人民政府规章制定程序规定(FBM-CLI.11.5072915).txt,privacy
Shandong Province Health and Medical Big Data Management Measures,2020-08-20,provincial,Shandong Province,False,sensitive,[],"['Security & Management', 'Incident Response & Notification']",['Health & Social Work'],[],['Information Processing'],"Regulates health data use, ensures security and privacy protection",False,privacy/4_government_regulations/山东省健康医疗大数据管理办法(FBM-CLI.11.1625754).txt,privacy
Interim Measures for the Management of Fujian Province Integrated Administrative Law Enforcement Platform,2024-03-27,provincial,Fujian Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],['Information Processing'],Regulates platform management and data security for administrative law enforcement,False,privacy/4_government_regulations/福建省一体化大融合行政执法平台管理暂行办法(FBM-CLI.11.7471699).txt,privacy
Hunan Province Internal Audit Measures,2011-07-26,provincial,Hunan Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/湖南省内部审计办法(FBM-CLI.11.524300).txt,privacy
Regulations on Legislative Hearings of Hangzhou Municipal Government,2023-01-17,city,Hangzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/杭州市政府立法听证规定(FBM-CLI.11.6426272).txt,privacy
Regulations on the Supervision of Administrative Licensing Implementation in Zhengzhou City (2020 Revision),2007-03-23,city,Zhengzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/郑州市实施行政许可监督规定(2020修正)(FBM-CLI.11.4911954).txt,privacy
Interim Measures for Major Administrative Decision-Making Procedures of Hebei Province,2019-12-31,provincial,Hebei Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/河北省重大行政决策程序暂行办法(FBM-CLI.11.1557730).txt,privacy
Qiqihar City Major Event Archives Management Measures (2022 Revision),2013-05-02,city,Qiqihar City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/齐齐哈尔市重大活动档案管理办法(2022修正)(FBM-CLI.11.5625498).txt,privacy
Zhengzhou Municipal Enterprise Credit Information Management Measures (2014),2014-12-20,city,Zhengzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/郑州市企业信用信息管理办法(2014)(FBM-CLI.11.6461031).txt,privacy
Chengdu Regulations on Investigating and Punishing the Misappropriation of Social Insurance Funds,2009-12-21,city,Chengdu City,True,general,[],[],"['Public Administration, Social Security & Social Organizations', 'Health & Social Work']",[],['Information Collection'],"Regulates social insurance fund misuse, limited privacy protection",False,privacy/4_government_regulations/成都市查处套取社会保险基金规定(FBM-CLI.11.373067).txt,privacy
Chongqing Civil Unmanned Aerial Vehicle Public Safety Management Measures,2023-12-01,city,Chongqing City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/重庆市民用无人驾驶航空器公共安全管理办法(FBM-CLI.11.7289962).txt,privacy
Nanning City Enterprise Credit Information Collection and Publication Management Measures (2010 Amendment),2008-03-01,city,Nanning City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Wholesale & Retail Trade', 'Financial Intermediation', 'Information Transmission, Software & IT Services', 'Manufacturing', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations', 'Agriculture, Forestry, Animal Husbandry & Fishery']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates enterprise credit info collection and protection,False,privacy/4_government_regulations/南宁市企业信用信息征集和发布管理办法(2010修正...(FBM-CLI.11.465345).txt,privacy
Shanghai Administrative Penalty Case Information Proactive Disclosure Measures,2015-11-16,city,Shanghai City,False,general,[],['Security & Management'],[],[],['Information Dissemination'],Regulates proactive disclosure of administrative penalty information,False,privacy/4_government_regulations/上海市行政处罚案件信息主动公开办法(FBM-CLI.11.1139384).txt,privacy
Ningbo City Minimum Living Security Measures (2019 Revision),2017-04-05,city,Ningbo City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/宁波市最低生活保障办法(2019修正)(FBM-CLI.11.1543317).txt,privacy
Nanning City Personal Credit Information Collection and Use Management Measures,2014-04-24,city,Nanning City,False,general,"['Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Compliance Audits', 'Incident Response & Notification', 'Outsourced Processing']","['Financial Intermediation', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']","Regulates collection, use, and protection of personal credit data",False,privacy/4_government_regulations/南宁市个人信用信息征集使用管理办法(FBM-CLI.11.858762).txt,privacy
Measures for the Formulation and Supervision of Administrative Normative Documents of Yantai City,2024-07-04,city,Yantai City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/烟台市行政规范性文件制定和监督管理办法(FBM-CLI.11.7648364).txt,privacy
Harbin City Digital Urban Management Measures,2010-04-26,city,Harbin City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates digital urban management and video surveillance,False,privacy/4_government_regulations/哈尔滨市数字化城市管理办法(FBM-CLI.11.417153).txt,privacy
Henan Province Specialized and New Enterprise Cultivation Support Measures (Trial),2023-12-21,provincial,Henan Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/河南省专精特新企业培育支持办法(试行)(FBM-CLI.11.7441375).txt,privacy
Jiangsu Province Labor and Personnel Dispute Mediation and Arbitration Measures,2013-06-06,provincial,Jiangsu Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/江苏省劳动人事争议调解仲裁办法(FBM-CLI.11.745243).txt,privacy
Guangdong Province Security Technology Prevention Management Measures,2017-05-27,provincial,Guangdong Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services', 'Health & Social Work', 'Education', 'Transportation, Storage & Postal Services', 'Accommodation & Catering', 'Wholesale & Retail Trade', 'Manufacturing', 'Water Conservancy, Environment & Public Facilities Management']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates security tech use to protect privacy and data,False,privacy/4_government_regulations/广东省安全技术防范管理实施办法(FBM-CLI.11.1283418).txt,privacy
