title,date_enacted,legal_status,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,folder
Implementation Measures for Tax Collection and Management in Anshan City,12.01.2015,4_government_regulations,city,Anshan City,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulates tax collection and information sharing.,FALSE,4_government_regulations/鞍山市税收征管保障实施办法(FBM-CLI.11.1078643).txt,privacy
Regulations on Public Credit Information Management of Guangzhou (2024 Revision),30.01.2024,4_government_regulations,city,Guangzhou City,FALSE,general,['Access & Copy'],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public credit information management.,FALSE,4_government_regulations/广州市公共信用信息管理规定(2024修订)(FBM-CLI.11.7369796).txt,privacy
Regulations on the Management of Hazard Sources and Hazard Areas for Emergencies in Guangzhou,01.04.2012,4_government_regulations,city,Guangzhou City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/广州市突发事件危险源和危险区域管理规定(FBM-CLI.11.571772).txt,privacy
Guangzhou Social Security Card Management Measures,01.10.2009,4_government_regulations,city,Guangzhou City,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates social security card usage and privacy protection.,FALSE,4_government_regulations/广州市社会保障卡管理办法(FBM-CLI.11.340250).txt,privacy
Chongqing Local Chronicle Work Measures,08.12.2022,4_government_regulations,city,Chongqing City,FALSE,general,[],"['Security & Management', 'Protection Officer']",[],[],[],NA,FALSE,4_government_regulations/重庆市地方志工作办法(FBM-CLI.11.6402019).txt,privacy
Regulations on the Management of Hazard Sources and Hazard Areas for Emergency Events in Guangzhou (2015 Amendment),02.02.2012,4_government_regulations,city,Guangzhou City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/广州市突发事件危险源和危险区域管理规定(2015修...(FBM-CLI.11.1537629).txt,privacy
Guangzhou Internet Bicycle Rental Management Measures,01.11.2020,4_government_regulations,city,Guangzhou City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates internet bicycle rental and user data protection.,FALSE,4_government_regulations/广州市互联网租赁自行车管理办法(FBM-CLI.11.1640090).txt,privacy
Urumqi Real Estate Information Disclosure Measures,20.03.2009,4_government_regulations,city,Urumqi City,FALSE,general,['Rectification'],[],['Real Estate'],[],[],Regulates real estate information disclosure.,FALSE,4_government_regulations/乌鲁木齐市房地产信息公开办法(FBM-CLI.11.298697).txt,privacy
Kunming City Optimization of Business Environment Measures,25.11.2022,4_government_regulations,city,Kunming City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Promotes transparency and protects personal privacy.,FALSE,4_government_regulations/昆明市优化营商环境办法(FBM-CLI.11.5657165).txt,privacy
Regulations on the Collection and Use of Enterprise Credit Information in Chengdu,20.11.2008,4_government_regulations,city,Chengdu City,FALSE,general,[],"['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates enterprise credit information management.,FALSE,4_government_regulations/成都市企业信用信息征集和使用管理办法(FBM-CLI.11.269491).txt,privacy
Guangzhou Administrative Filing Management Measures (2020 Revision),11.11.2020,4_government_regulations,city,Guangzhou City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],[],NA,FALSE,4_government_regulations/广州市行政备案管理办法(2020修正)(FBM-CLI.11.1654039).txt,privacy
Regulations on the Post-Legislative Evaluation of Government Regulations in Yinchuan City,28.06.2023,4_government_regulations,city,Yinchuan City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/银川市政府规章立法后评估办法(FBM-CLI.11.7036386).txt,privacy
Regulations on Administrative Mediation in Guangzhou (Revised in 2019),14.11.2019,4_government_regulations,city,Guangzhou City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],"['Information Processing', 'Information Dissemination']",Regulates administrative mediation procedures.,FALSE,4_government_regulations/广州市行政调解规定(2019修订)(FBM-CLI.11.1559142).txt,privacy
Bengbu City Administrative Procedure Regulations,06.12.2017,4_government_regulations,city,Bengbu City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/蚌埠市行政程序规定(FBM-CLI.11.1424349).txt,privacy
Regulations on the Formulation of Government Regulations of Fushun City (2021 Revision),19.04.2021,4_government_regulations,city,Fushun City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/抚顺市政府规章制定办法(2021修正)(FBM-CLI.11.4935032).txt,privacy
Xiamen Municipal Management Measures for Public Safety of Civil Unmanned Aerial Vehicles,27.12.2019,4_government_regulations,city,Xiamen City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/厦门市民用无人驾驶航空器公共安全管理办法(FBM-CLI.11.1560288).txt,privacy
Zhengzhou Municipal Government Information Resource Sharing Management Measures,28.03.2015,4_government_regulations,city,Zhengzhou City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates government information sharing practices.,FALSE,4_government_regulations/郑州市政府信息资源共享管理办法(FBM-CLI.11.1056828).txt,privacy
Decision of the Guiyang Municipal People's Government on Amending the Provisional Regulations on Smoking Prohibition in Public Places in Guiyang and Other 76 Regulations,23.12.2020,4_government_regulations,city,Guiyang City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/贵阳市人民政府关于修改《贵阳市公共场所禁止...(FBM-CLI.11.1685024).txt,privacy
Regulations on Local Chronicles Work in Yinchuan City (2023 Amendment),08.05.2023,4_government_regulations,city,Yinchuan City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/银川市地方志工作规定(2023修改)(FBM-CLI.11.6938393).txt,privacy
Beijing Administrative Penalty Hearing Procedures Implementation Measures (2021 Revision),30.12.2021,4_government_regulations,city,Beijing City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/北京市行政处罚听证程序实施办法(2021修改)(FBM-CLI.11.4862482).txt,privacy
Regulations on Public Safety Technical Prevention Management of Kunming City,16.10.2012,4_government_regulations,city,Kunming City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public safety technical prevention systems.,FALSE,4_government_regulations/昆明市公共安全技术防范管理规定(2012)(FBM-CLI.11.694610).txt,privacy
Tianjin Administrative Law Enforcement Supervision Regulations,01.08.2014,4_government_regulations,city,Tianjin City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/天津市行政执法监督规定(FBM-CLI.11.889289).txt,privacy
Public Participation Measures for the Formulation of Regulations in Changchun City,21.01.2022,4_government_regulations,city,Changchun City,FALSE,general,[],[],[],[],[],Regulates public participation in legislation.,FALSE,4_government_regulations/长春市规章制定公众参与办法(FBM-CLI.11.4866582).txt,privacy
Interim Measures for the Management of Online Ride-Hailing Taxi Operations in Anqing City,01.05.2022,4_government_regulations,city,Anqing City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates ride-hailing services and data protection.,FALSE,4_government_regulations/安庆市网络预约出租汽车经营服务管理暂行办法(FBM-CLI.11.5135580).txt,privacy
Regulations on Government Information Disclosure upon Request in Dalian,14.10.2008,4_government_regulations,city,Dalian City,FALSE,general,[],[],[],[],[],Regulates public access to government information.,FALSE,4_government_regulations/大连市关于政府信息依申请公开的规定(FBM-CLI.11.260333).txt,privacy
Jilin City Medical Dispute Handling Measures,12.12.2023,4_government_regulations,city,Jilin City,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Protection Officer']",['Health & Social Work'],[],"['Information Collection', 'Information Processing']",Regulates medical dispute resolution and patient rights.,FALSE,4_government_regulations/吉林市医疗纠纷处置办法(2023第二次修订)(FBM-CLI.11.7312225).txt,privacy
Regulations on Major Administrative Decision-Making Procedures of Handan City (2022 Revision),01.09.2022,4_government_regulations,city,Handan City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/邯郸市重大行政决策程序规定(2022修订)(FBM-CLI.11.5512479).txt,privacy
Regulations on the Promotion of Social Work in Zhuhai,17.01.2013,4_government_regulations,city,Zhuhai City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Promotes social work and protects personal privacy.,FALSE,4_government_regulations/珠海市社会工作促进办法(FBM-CLI.11.745956).txt,privacy
Management Measures for Public Security Video Image Information System in Xi'an (2020 Revision),09.05.2019,4_government_regulations,city,Xi'an City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public security video systems for privacy protection.,FALSE,4_government_regulations/西安市公共安全视频图像信息系统管理办法(2020修...(FBM-CLI.11.1705828).txt,privacy
